record_id,protocol_id,scenario,variant,variant_status,training_seed,evaluation_episode_index,robot_count,training_episodes,validation_points,safety_envelope,control_step_s,fully_successful_episode,collision_episode,rr_near_miss_count,rp_near_miss_count,average_completion_time_s,makespan_s,average_waiting_time_s,average_path_length_m,astar_reference_path_length_m,executed_to_astar_ratio,trajectory_straightness,turning_per_m_rad_per_m,sharp_turn_count,min_rr_center_distance_m,min_rp_center_distance_m,intervention_ratio,mean_policy_inference_time_ms,p95_policy_inference_time_ms,active_conflict_edge_count_mean,possible_edge_count,edge_density_mean,checkpoint_sha256,source_commit,config_sha256
abl__mixed_complex__w/o_interaction_gate__seed4__ep08,mixed_complex_component_ablation,mixed_complex,w/o interaction gate,existing_current_table7,4,8,4,100,20,ON,0.1,1,0,0,0,48.425838,49.222708,0.894848,21.4959,23.0716,0.9317,0.784204,0.754049,1,0.815211,0.831146,0.283042,0.8637,1.5544,2.95,12,0.245833,7e012faa1b4ab0861789eb24903b389cd3c0ceb424f543aad2e3ee7820f4cf47,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b
abl__mixed_complex__w/o_interaction_gate__seed4__ep09,mixed_complex_component_ablation,mixed_complex,w/o interaction gate,existing_current_table7,4,9,4,100,20,ON,0.1,1,0,0,0,49.935893,51.637769,0.82054,21.5787,23.1342,0.9328,0.793142,0.711158,1,0.860096,0.807239,0.264694,0.741,1.5625,2.75,12,0.229167,7e012faa1b4ab0861789eb24903b389cd3c0ceb424f543aad2e3ee7820f4cf47,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b
abl__mixed_complex__w/o_interaction_gate__seed5__ep00,mixed_complex_component_ablation,mixed_complex,w/o interaction gate,existing_current_table7,5,0,4,100,20,ON,0.1,1,0,0,0,50.327269,49.31363,0.662561,21.7109,23.1966,0.936,0.790713,0.691575,2,0.846602,0.828757,0.340072,0.7145,1.6654,2.97,12,0.2475,bfc7d5658b264e858aa448592104889a7ea1574c756cb35a492dda89cd4a931a,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b
abl__mixed_complex__w/o_interaction_gate__seed5__ep01,mixed_complex_component_ablation,mixed_complex,w/o interaction gate,existing_current_table7,5,1,4,100,20,ON,0.1,1,0,0,0,49.587646,49.29363,0.682543,21.3401,23.1154,0.9232,0.776999,0.725263,0,0.796756,0.794961,0.290815,0.8301,1.5506,3.02,12,0.251667,bfc7d5658b264e858aa448592104889a7ea1574c756cb35a492dda89cd4a931a,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b
abl__mixed_complex__w/o_interaction_gate__seed5__ep02,mixed_complex_component_ablation,mixed_complex,w/o interaction gate,existing_current_table7,5,2,4,100,20,ON,0.1,1,0,0,0,45.496842,49.30363,0.606213,21.4339,23.0527,0.9298,0.786732,0.718269,1,0.808909,0.817064,0.269413,0.7264,1.6917,2.64,12,0.22,bfc7d5658b264e858aa448592104889a7ea1574c756cb35a492dda89cd4a931a,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b
abl__mixed_complex__w/o_interaction_gate__seed5__ep03,mixed_complex_component_ablation,mixed_complex,w/o interaction gate,existing_current_table7,5,3,4,100,20,ON,0.1,1,0,0,0,47.123133,49.30363,0.788222,21.3214,22.9467,0.9292,0.787248,0.713558,0,0.814891,0.830028,0.257445,0.9945,1.5499,2.74,12,0.228333,bfc7d5658b264e858aa448592104889a7ea1574c756cb35a492dda89cd4a931a,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b
abl__mixed_complex__w/o_interaction_gate__seed5__ep04,mixed_complex_component_ablation,mixed_complex,w/o interaction gate,existing_current_table7,5,4,4,100,20,ON,0.1,1,0,0,0,47.035801,49.30363,0.713473,21.2236,23.1198,0.918,0.785643,0.692383,0,0.819539,0.795542,0.293286,0.7355,1.5871,2.62,12,0.218333,bfc7d5658b264e858aa448592104889a7ea1574c756cb35a492dda89cd4a931a,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b
abl__mixed_complex__w/o_interaction_gate__seed5__ep05,mixed_complex_component_ablation,mixed_complex,w/o interaction gate,existing_current_table7,5,5,4,100,20,ON,0.1,1,0,0,0,48.192907,49.30363,0.87795,21.4944,22.9279,0.9375,0.802808,0.698699,1,0.792834,0.813581,0.270455,0.9086,1.3911,2.66,12,0.221667,bfc7d5658b264e858aa448592104889a7ea1574c756cb35a492dda89cd4a931a,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b
abl__mixed_complex__w/o_interaction_gate__seed5__ep06,mixed_complex_component_ablation,mixed_complex,w/o interaction gate,existing_current_table7,5,6,4,100,20,ON,0.1,1,0,0,0,42.66829,49.30363,0.674492,21.3942,23.1342,0.9248,0.779292,0.745031,0,0.841221,0.812219,0.298707,0.7433,1.5724,1.58,12,0.131667,bfc7d5658b264e858aa448592104889a7ea1574c756cb35a492dda89cd4a931a,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b
abl__mixed_complex__w/o_interaction_gate__seed5__ep07,mixed_complex_component_ablation,mixed_complex,w/o interaction gate,existing_current_table7,5,7,4,100,20,ON,0.1,1,0,0,0,48.660288,49.30363,0.691071,21.2284,23.2401,0.9134,0.766553,0.69413,1,0.83491,0.82711,0.306077,0.8695,1.6517,2.93,12,0.244167,bfc7d5658b264e858aa448592104889a7ea1574c756cb35a492dda89cd4a931a,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b
abl__mixed_complex__w/o_interaction_gate__seed5__ep08,mixed_complex_component_ablation,mixed_complex,w/o interaction gate,existing_current_table7,5,8,4,100,20,ON,0.1,1,0,0,0,47.50664,49.30363,0.813285,21.6788,23.2445,0.9326,0.769134,0.737968,0,0.79138,0.762438,0.268219,0.8298,1.417,1.83,12,0.1525,bfc7d5658b264e858aa448592104889a7ea1574c756cb35a492dda89cd4a931a,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b
abl__mixed_complex__w/o_interaction_gate__seed5__ep09,mixed_complex_component_ablation,mixed_complex,w/o interaction gate,existing_current_table7,5,9,4,100,20,ON,0.1,1,0,0,0,45.291642,49.30363,0.864223,21.2578,22.7817,0.9331,0.766869,0.686817,1,0.838286,0.823962,0.281689,0.7987,1.3078,1.59,12,0.1325,bfc7d5658b264e858aa448592104889a7ea1574c756cb35a492dda89cd4a931a,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b
abl__mixed_complex__w/o_interaction_gate__seed6__ep00,mixed_complex_component_ablation,mixed_complex,w/o interaction gate,existing_current_table7,6,0,4,100,20,ON,0.1,1,0,0,0,44.962444,47.393166,0.661457,21.3826,22.9018,0.9337,0.794344,0.697231,0,0.871499,0.791596,0.343855,0.8319,1.3772,2.11,12,0.175833,3e42702dbcfb9b8c21ca944eb4d43eacf2ed8100f356313941f00744b2dd074e,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b
abl__mixed_complex__w/o_interaction_gate__seed6__ep01,mixed_complex_component_ablation,mixed_complex,w/o interaction gate,existing_current_table7,6,1,4,100,20,ON,0.1,1,0,0,0,44.795688,50.899796,0.614719,21.4354,23.0095,0.9316,0.799422,0.740293,1,0.815242,0.785924,0.356513,0.7809,1.5886,2.27,12,0.189167,3e42702dbcfb9b8c21ca944eb4d43eacf2ed8100f356313941f00744b2dd074e,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b
abl__mixed_complex__w/o_interaction_gate__seed6__ep02,mixed_complex_component_ablation,mixed_complex,w/o interaction gate,existing_current_table7,6,2,4,100,20,ON,0.1,1,0,0,0,45.554688,51.282195,0.707773,21.2972,23.1777,0.9189,0.788964,0.71093,1,0.818497,0.782997,0.3126,0.9277,1.6387,1.55,12,0.129167,3e42702dbcfb9b8c21ca944eb4d43eacf2ed8100f356313941f00744b2dd074e,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b
abl__mixed_complex__w/o_interaction_gate__seed6__ep03,mixed_complex_component_ablation,mixed_complex,w/o interaction gate,existing_current_table7,6,3,4,100,20,ON,0.1,1,0,0,0,46.471251,49.656324,0.649296,21.2207,22.9692,0.9239,0.781991,0.731909,1,0.8029,0.800982,0.318372,0.8285,1.6285,1.57,12,0.130833,3e42702dbcfb9b8c21ca944eb4d43eacf2ed8100f356313941f00744b2dd074e,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b
abl__mixed_complex__w/o_interaction_gate__seed6__ep04,mixed_complex_component_ablation,mixed_complex,w/o interaction gate,existing_current_table7,6,4,4,100,20,ON,0.1,1,0,0,0,45.573269,51.270126,0.600535,21.7762,22.8654,0.9524,0.781714,0.711588,1,0.832414,0.780167,0.341421,0.7314,1.6695,1.79,12,0.149167,3e42702dbcfb9b8c21ca944eb4d43eacf2ed8100f356313941f00744b2dd074e,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b
abl__mixed_complex__w/o_interaction_gate__seed6__ep05,mixed_complex_component_ablation,mixed_complex,w/o interaction gate,existing_current_table7,6,5,4,100,20,ON,0.1,1,0,0,0,47.851071,50.660821,0.917562,21.3905,23.1342,0.9246,0.786078,0.739233,1,0.865641,0.793906,0.274217,0.9543,1.3223,2.62,12,0.218333,3e42702dbcfb9b8c21ca944eb4d43eacf2ed8100f356313941f00744b2dd074e,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b
abl__mixed_complex__w/o_interaction_gate__seed6__ep06,mixed_complex_component_ablation,mixed_complex,w/o interaction gate,existing_current_table7,6,6,4,100,20,ON,0.1,1,0,0,0,44.6022,49.997008,0.662472,21.6773,23.1777,0.9353,0.809821,0.68292,0,0.774147,0.786516,0.303408,0.816,1.5688,2.65,12,0.220833,3e42702dbcfb9b8c21ca944eb4d43eacf2ed8100f356313941f00744b2dd074e,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b
abl__mixed_complex__w/o_interaction_gate__seed6__ep07,mixed_complex_component_ablation,mixed_complex,w/o interaction gate,existing_current_table7,6,7,4,100,20,ON,0.1,1,0,0,0,43.915998,49.994118,0.572941,21.2067,22.822,0.9292,0.806559,0.733356,1,0.851711,0.814997,0.292755,0.8222,1.61,2.78,12,0.231667,3e42702dbcfb9b8c21ca944eb4d43eacf2ed8100f356313941f00744b2dd074e,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b
abl__mixed_complex__w/o_interaction_gate__seed6__ep08,mixed_complex_component_ablation,mixed_complex,w/o interaction gate,existing_current_table7,6,8,4,100,20,ON,0.1,1,0,0,0,49.373448,50.536785,0.705501,21.6969,23.1342,0.9379,0.777679,0.732223,0,0.841953,0.771925,0.307745,0.8657,1.495,2.59,12,0.215833,3e42702dbcfb9b8c21ca944eb4d43eacf2ed8100f356313941f00744b2dd074e,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b
abl__mixed_complex__w/o_interaction_gate__seed6__ep09,mixed_complex_component_ablation,mixed_complex,w/o interaction gate,existing_current_table7,6,9,4,100,20,ON,0.1,1,0,0,0,46.344256,51.839761,0.554711,21.6077,23.1195,0.9346,0.79298,0.709257,1,0.819676,0.767048,0.305831,0.8466,1.5189,2.11,12,0.175833,3e42702dbcfb9b8c21ca944eb4d43eacf2ed8100f356313941f00744b2dd074e,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b
abl__mixed_complex__w/o_interaction_gate__seed7__ep00,mixed_complex_component_ablation,mixed_complex,w/o interaction gate,existing_current_table7,7,0,4,100,20,ON,0.1,1,0,0,0,46.671901,51.461887,1.312259,21.2264,22.9279,0.9258,0.766014,0.688546,1,0.844307,0.818681,0.277601,0.7226,1.6807,1.94,12,0.161667,7902174b29cabd2882cf480113cd94012873c306a91f3a9870d82f10d87b55fb,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b
abl__mixed_complex__w/o_interaction_gate__seed7__ep01,mixed_complex_component_ablation,mixed_complex,w/o interaction gate,existing_current_table7,7,1,4,100,20,ON,0.1,1,0,0,0,43.953198,48.212814,0.956825,21.4933,23.0095,0.9341,0.787776,0.694729,1,0.78189,0.804341,0.279756,0.7071,1.5065,3.49,12,0.290833,7902174b29cabd2882cf480113cd94012873c306a91f3a9870d82f10d87b55fb,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b
abl__mixed_complex__w/o_interaction_gate__seed7__ep02,mixed_complex_component_ablation,mixed_complex,w/o interaction gate,existing_current_table7,7,2,4,100,20,ON,0.1,1,0,0,0,48.411487,50.508666,1.236345,21.633,23.0893,0.9369,0.763616,0.737144,0,0.830976,0.800086,0.296909,0.7355,1.4206,2.22,12,0.185,7902174b29cabd2882cf480113cd94012873c306a91f3a9870d82f10d87b55fb,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b
abl__mixed_complex__w/o_interaction_gate__seed7__ep03,mixed_complex_component_ablation,mixed_complex,w/o interaction gate,existing_current_table7,7,3,4,100,20,ON,0.1,1,0,0,0,47.359823,50.095223,1.227073,21.4735,23.0576,0.9313,0.791276,0.702485,2,0.859863,0.831037,0.276048,0.763,1.3832,1.96,12,0.163333,7902174b29cabd2882cf480113cd94012873c306a91f3a9870d82f10d87b55fb,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b
abl__mixed_complex__w/o_interaction_gate__seed7__ep04,mixed_complex_component_ablation,mixed_complex,w/o interaction gate,existing_current_table7,7,4,4,100,20,ON,0.1,1,0,0,0,43.067198,49.740005,1.32678,21.767,23.1777,0.9391,0.775185,0.7255,1,0.833996,0.829371,0.299567,0.9989,1.6278,2.03,12,0.169167,7902174b29cabd2882cf480113cd94012873c306a91f3a9870d82f10d87b55fb,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b
abl__mixed_complex__w/o_interaction_gate__seed7__ep05,mixed_complex_component_ablation,mixed_complex,w/o interaction gate,existing_current_table7,7,5,4,100,20,ON,0.1,1,0,0,0,45.850078,46.927264,1.209361,21.6633,23.0716,0.939,0.77434,0.759495,1,0.912889,0.791279,0.277768,0.8847,1.374,2.08,12,0.173333,7902174b29cabd2882cf480113cd94012873c306a91f3a9870d82f10d87b55fb,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b
abl__mixed_complex__w/o_interaction_gate__seed7__ep06,mixed_complex_component_ablation,mixed_complex,w/o interaction gate,existing_current_table7,7,6,4,100,20,ON,0.1,1,0,0,0,45.770377,51.489093,1.020296,21.7085,23.0095,0.9435,0.770592,0.748943,0,0.80907,0.77495,0.252815,0.9425,1.5806,3.03,12,0.2525,7902174b29cabd2882cf480113cd94012873c306a91f3a9870d82f10d87b55fb,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b
abl__mixed_complex__w/o_interaction_gate__seed7__ep07,mixed_complex_component_ablation,mixed_complex,w/o interaction gate,existing_current_table7,7,7,4,100,20,ON,0.1,1,0,0,0,44.272595,49.494112,1.216299,21.5977,22.9467,0.9412,0.767466,0.684836,1,0.792049,0.832411,0.300762,0.7145,1.6814,2.24,12,0.186667,7902174b29cabd2882cf480113cd94012873c306a91f3a9870d82f10d87b55fb,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b
abl__mixed_complex__w/o_interaction_gate__seed7__ep08,mixed_complex_component_ablation,mixed_complex,w/o interaction gate,existing_current_table7,7,8,4,100,20,ON,0.1,1,0,0,0,45.192782,50.128895,1.103727,21.4804,23.1823,0.9266,0.763025,0.696836,0,0.775237,0.766097,0.291876,0.7728,1.4241,1.59,12,0.1325,7902174b29cabd2882cf480113cd94012873c306a91f3a9870d82f10d87b55fb,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b
abl__mixed_complex__w/o_interaction_gate__seed7__ep09,mixed_complex_component_ablation,mixed_complex,w/o interaction gate,existing_current_table7,7,9,4,100,20,ON,0.1,1,0,0,0,46.36781,50.905337,0.948678,21.6375,22.9642,0.9422,0.792956,0.75371,0,0.879068,0.7676,0.298836,0.7163,1.4625,3.23,12,0.269167,7902174b29cabd2882cf480113cd94012873c306a91f3a9870d82f10d87b55fb,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b
abl__mixed_complex__w/o_conflict_coordinator__seed0__ep00,mixed_complex_component_ablation,mixed_complex,w/o conflict coordinator,existing_current_table7,0,0,4,100,20,ON,0.1,1,0,0,0,46.432954,48.997622,1.103895,21.235,23.0091,0.9229,0.792533,0.754296,1,0.790862,0.825285,0.286757,0.9198,1.3305,1.63,12,0.135833,9664d591de99412588178f9c8e57534ac7416fb08bd2e9bd004eb91366775649,6ab462282254dde9da98b27b25c83d9d362b1a8c,7fe59b24ed7fd7da7e6f9718b5a8a55bf51685de4bf16539d576b18d185d8e6f
abl__mixed_complex__w/o_conflict_coordinator__seed0__ep01,mixed_complex_component_ablation,mixed_complex,w/o conflict coordinator,existing_current_table7,0,1,4,100,20,ON,0.1,1,0,0,0,47.776771,48.977622,0.932202,21.5595,23.1342,0.9319,0.774313,0.716556,1,0.810795,0.809849,0.318923,0.8802,1.3684,3.38,12,0.281667,9664d591de99412588178f9c8e57534ac7416fb08bd2e9bd004eb91366775649,6ab462282254dde9da98b27b25c83d9d362b1a8c,7fe59b24ed7fd7da7e6f9718b5a8a55bf51685de4bf16539d576b18d185d8e6f
abl__mixed_complex__w/o_conflict_coordinator__seed0__ep02,mixed_complex_component_ablation,mixed_complex,w/o conflict coordinator,existing_current_table7,0,2,4,100,20,ON,0.1,1,0,0,0,47.091667,48.987622,1.013672,21.7916,22.9326,0.9502,0.800442,0.756009,2,0.779637,0.775701,0.317973,0.775,1.6482,3.31,12,0.275833,9664d591de99412588178f9c8e57534ac7416fb08bd2e9bd004eb91366775649,6ab462282254dde9da98b27b25c83d9d362b1a8c,7fe59b24ed7fd7da7e6f9718b5a8a55bf51685de4bf16539d576b18d185d8e6f
abl__mixed_complex__w/o_conflict_coordinator__seed0__ep03,mixed_complex_component_ablation,mixed_complex,w/o conflict coordinator,existing_current_table7,0,3,4,100,20,ON,0.1,1,0,0,0,49.179499,48.987622,1.034874,21.4845,23.0527,0.932,0.793314,0.742851,1,0.775827,0.806075,0.304239,0.7816,1.5743,2.9,12,0.241667,9664d591de99412588178f9c8e57534ac7416fb08bd2e9bd004eb91366775649,6ab462282254dde9da98b27b25c83d9d362b1a8c,7fe59b24ed7fd7da7e6f9718b5a8a55bf51685de4bf16539d576b18d185d8e6f
abl__mixed_complex__w/o_conflict_coordinator__seed0__ep04,mixed_complex_component_ablation,mixed_complex,w/o conflict coordinator,existing_current_table7,0,4,4,100,20,ON,0.1,1,0,0,0,46.552455,48.987622,0.808495,21.7262,23.1777,0.9374,0.769653,0.718157,0,0.745465,0.767541,0.305626,0.7068,1.4659,2.88,12,0.24,9664d591de99412588178f9c8e57534ac7416fb08bd2e9bd004eb91366775649,6ab462282254dde9da98b27b25c83d9d362b1a8c,7fe59b24ed7fd7da7e6f9718b5a8a55bf51685de4bf16539d576b18d185d8e6f
abl__mixed_complex__w/o_conflict_coordinator__seed0__ep05,mixed_complex_component_ablation,mixed_complex,w/o conflict coordinator,existing_current_table7,0,5,4,100,20,ON,0.1,1,0,0,0,47.586854,48.987622,0.992488,21.2227,23.1388,0.9172,0.814887,0.729815,1,0.793409,0.823753,0.312383,0.913,1.3306,2.39,12,0.199167,9664d591de99412588178f9c8e57534ac7416fb08bd2e9bd004eb91366775649,6ab462282254dde9da98b27b25c83d9d362b1a8c,7fe59b24ed7fd7da7e6f9718b5a8a55bf51685de4bf16539d576b18d185d8e6f
abl__mixed_complex__w/o_conflict_coordinator__seed0__ep06,mixed_complex_component_ablation,mixed_complex,w/o conflict coordinator,existing_current_table7,0,6,4,100,20,ON,0.1,1,0,0,0,43.530481,48.987622,0.95629,21.718,22.9948,0.9445,0.799899,0.723961,1,0.79576,0.801537,0.295685,0.7194,1.5592,2.91,12,0.2425,9664d591de99412588178f9c8e57534ac7416fb08bd2e9bd004eb91366775649,6ab462282254dde9da98b27b25c83d9d362b1a8c,7fe59b24ed7fd7da7e6f9718b5a8a55bf51685de4bf16539d576b18d185d8e6f
abl__mixed_complex__w/o_conflict_coordinator__seed0__ep07,mixed_complex_component_ablation,mixed_complex,w/o conflict coordinator,existing_current_table7,0,7,4,100,20,ON,0.1,1,0,0,0,47.665108,48.987622,0.896079,21.3136,23.0529,0.9246,0.802461,0.68512,1,0.780456,0.778488,0.333695,0.8004,1.5609,2.99,12,0.249167,9664d591de99412588178f9c8e57534ac7416fb08bd2e9bd004eb91366775649,6ab462282254dde9da98b27b25c83d9d362b1a8c,7fe59b24ed7fd7da7e6f9718b5a8a55bf51685de4bf16539d576b18d185d8e6f
abl__mixed_complex__w/o_conflict_coordinator__seed0__ep08,mixed_complex_component_ablation,mixed_complex,w/o conflict coordinator,existing_current_table7,0,8,4,100,20,ON,0.1,1,0,0,0,46.933093,48.987622,1.104492,21.7591,22.9902,0.9465,0.782206,0.721069,1,0.746212,0.820129,0.321728,0.9958,1.4013,2.77,12,0.230833,9664d591de99412588178f9c8e57534ac7416fb08bd2e9bd004eb91366775649,6ab462282254dde9da98b27b25c83d9d362b1a8c,7fe59b24ed7fd7da7e6f9718b5a8a55bf51685de4bf16539d576b18d185d8e6f
abl__mixed_complex__w/o_conflict_coordinator__seed0__ep09,mixed_complex_component_ablation,mixed_complex,w/o conflict coordinator,existing_current_table7,0,9,4,100,20,ON,0.1,1,0,0,0,52.432252,48.987622,1.025274,21.6032,23.0095,0.9389,0.811507,0.723184,2,0.699095,0.831855,0.314092,0.9054,1.4897,2.93,12,0.244167,9664d591de99412588178f9c8e57534ac7416fb08bd2e9bd004eb91366775649,6ab462282254dde9da98b27b25c83d9d362b1a8c,7fe59b24ed7fd7da7e6f9718b5a8a55bf51685de4bf16539d576b18d185d8e6f
abl__mixed_complex__w/o_conflict_coordinator__seed1__ep00,mixed_complex_component_ablation,mixed_complex,w/o conflict coordinator,existing_current_table7,1,0,4,100,20,ON,0.1,1,0,0,0,47.387021,49.33194,0.774882,21.7046,22.9948,0.9439,0.788076,0.732248,0,0.826984,0.791318,0.300866,0.9611,1.4708,3.17,12,0.264167,2369dd2930f2417ced8062d33ba81d20acf0aa9c1745d69f2fa73c8b377da2c7,6ab462282254dde9da98b27b25c83d9d362b1a8c,7fe59b24ed7fd7da7e6f9718b5a8a55bf51685de4bf16539d576b18d185d8e6f
abl__mixed_complex__w/o_conflict_coordinator__seed1__ep01,mixed_complex_component_ablation,mixed_complex,w/o conflict coordinator,existing_current_table7,1,1,4,100,20,ON,0.1,1,0,0,0,43.92986,48.205731,0.655166,21.3482,23.1388,0.9226,0.77076,0.737254,0,0.792729,0.822683,0.308618,0.8986,1.5788,3.32,12,0.276667,2369dd2930f2417ced8062d33ba81d20acf0aa9c1745d69f2fa73c8b377da2c7,6ab462282254dde9da98b27b25c83d9d362b1a8c,7fe59b24ed7fd7da7e6f9718b5a8a55bf51685de4bf16539d576b18d185d8e6f
abl__mixed_complex__w/o_conflict_coordinator__seed1__ep02,mixed_complex_component_ablation,mixed_complex,w/o conflict coordinator,existing_current_table7,1,2,4,100,20,ON,0.1,1,0,0,0,48.884376,49.575039,0.793575,21.2567,22.8845,0.9289,0.787021,0.729778,1,0.834182,0.839018,0.283644,0.7646,1.6858,2.59,12,0.215833,2369dd2930f2417ced8062d33ba81d20acf0aa9c1745d69f2fa73c8b377da2c7,6ab462282254dde9da98b27b25c83d9d362b1a8c,7fe59b24ed7fd7da7e6f9718b5a8a55bf51685de4bf16539d576b18d185d8e6f
abl__mixed_complex__w/o_conflict_coordinator__seed1__ep03,mixed_complex_component_ablation,mixed_complex,w/o conflict coordinator,existing_current_table7,1,3,4,100,20,ON,0.1,1,0,0,0,46.830162,48.724176,0.647046,21.7137,23.1154,0.9394,0.787153,0.718336,0,0.847079,0.83299,0.301772,0.7105,1.3159,1.62,12,0.135,2369dd2930f2417ced8062d33ba81d20acf0aa9c1745d69f2fa73c8b377da2c7,6ab462282254dde9da98b27b25c83d9d362b1a8c,7fe59b24ed7fd7da7e6f9718b5a8a55bf51685de4bf16539d576b18d185d8e6f
abl__mixed_complex__w/o_conflict_coordinator__seed1__ep04,mixed_complex_component_ablation,mixed_complex,w/o conflict coordinator,existing_current_table7,1,4,4,100,20,ON,0.1,1,0,0,0,46.198385,46.817958,0.661578,21.3584,22.9467,0.9308,0.792949,0.74921,2,0.844915,0.771796,0.299109,0.9441,1.3486,1.92,12,0.16,2369dd2930f2417ced8062d33ba81d20acf0aa9c1745d69f2fa73c8b377da2c7,6ab462282254dde9da98b27b25c83d9d362b1a8c,7fe59b24ed7fd7da7e6f9718b5a8a55bf51685de4bf16539d576b18d185d8e6f
abl__mixed_complex__w/o_conflict_coordinator__seed1__ep05,mixed_complex_component_ablation,mixed_complex,w/o conflict coordinator,existing_current_table7,1,5,4,100,20,ON,0.1,1,0,0,0,42.863118,50.712811,0.734293,21.219,23.1777,0.9155,0.803567,0.724811,2,0.810261,0.769583,0.313997,0.81,1.4138,2.46,12,0.205,2369dd2930f2417ced8062d33ba81d20acf0aa9c1745d69f2fa73c8b377da2c7,6ab462282254dde9da98b27b25c83d9d362b1a8c,7fe59b24ed7fd7da7e6f9718b5a8a55bf51685de4bf16539d576b18d185d8e6f
