record_id,protocol_id,scenario,method,base_training_robot_count,evaluation_robot_count,zero_shot_variable_team_size,training_seed,evaluation_episode_index,safety_envelope,possible_directed_nonself_edge_count,active_conflict_edge_count_mean,active_conflict_edge_count_max,edge_density_mean,CPA_graph_build_time_mean_ms,GAT_message_passing_time_mean_ms,policy_inference_time_mean_ms,policy_inference_time_p95_ms,control_step_time_mean_ms,peak_GPU_memory_MB,real_time_factor,fully_successful_episode,collision_episode,near_miss_episode,average_completion_time_s,makespan_s,average_waiting_time_s,average_path_length_m,min_rr_center_distance_m,episode_wall_time_s,checkpoint_sha256
scal__mixed_complex__Fully-connected_GAT__N8__seed0__ep01,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,0,1,ON,56,56,56,1,0.1863,0.5174,1.3362,2.4052,1.6,2000,0.83,1,0,0,68.82,82.59,1.358,30.251,0.8163,75.7,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N8__seed0__ep02,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,0,2,ON,56,56,56,1,0.1894,0.5286,1.3557,2.4402,1.6,2000,0.83,1,0,0,73.6,88.32,1.27,30.2776,0.795,81,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N8__seed0__ep03,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,0,3,ON,56,56,56,1,0.1919,0.5424,1.5312,2.7561,1.6,2000,0.83,1,0,0,69.54,83.44,1.358,30.7916,0.8224,76.5,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N8__seed0__ep04,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,0,4,ON,56,56,56,1,0.1865,0.5339,1.4958,2.6924,1.6,2000,0.83,1,0,0,69.42,83.3,2.146,30.7316,0.8183,76.4,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N8__seed0__ep05,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,0,5,ON,56,56,56,1,0.1851,0.5598,1.3924,2.5063,1.6,2000,0.83,1,0,0,72.32,86.78,2.047,30.0509,0.8255,79.6,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N8__seed0__ep06,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,0,6,ON,56,56,56,1,0.1804,0.558,1.3875,2.4975,1.6,2000,0.83,1,0,0,71.91,86.29,1.599,29.8824,0.8354,79.1,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N8__seed0__ep07,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,0,7,ON,56,56,56,1,0.1872,0.5325,1.3753,2.4755,1.6,2000,0.83,1,0,0,67.27,80.72,1.316,30.459,0.8046,74,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N8__seed0__ep08,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,0,8,ON,56,56,56,1,0.1978,0.5318,1.4932,2.6878,1.6,2000,0.83,0,1,1,72.09,86.51,1.758,30.3587,0.5926,79.3,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N8__seed0__ep09,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,0,9,ON,56,56,56,1,0.1736,0.5674,1.3843,2.4917,1.6,2000,0.83,0,1,1,67.02,80.42,2.08,30.0591,0.5998,73.7,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N8__seed1__ep00,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,1,0,ON,56,56,56,1,0.1974,0.5736,1.3051,2.3491,1.6,2000,0.83,1,0,0,70.36,84.43,1.248,29.9552,0.825,77.4,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N8__seed1__ep01,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,1,1,ON,56,56,56,1,0.1825,0.5658,1.4901,2.6821,1.6,2000,0.83,0,1,1,74.15,88.97,1.435,30.2072,0.6004,81.6,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N8__seed1__ep02,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,1,2,ON,56,56,56,1,0.1731,0.5213,1.5803,2.8446,1.6,2000,0.83,1,0,0,74.49,89.39,1.175,30.3778,0.8105,81.9,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N8__seed1__ep03,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,1,3,ON,56,56,56,1,0.187,0.5738,1.4997,2.6994,1.6,2000,0.83,1,0,0,67.03,80.44,2.136,30.7079,0.8318,73.7,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N8__seed1__ep04,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,1,4,ON,56,56,56,1,0.1724,0.5517,1.3592,2.4465,1.6,2000,0.83,1,0,0,63.79,76.55,1.786,30.6949,0.8284,70.2,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N8__seed1__ep05,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,1,5,ON,56,56,56,1,0.1983,0.5191,1.3506,2.4311,1.6,2000,0.83,1,0,1,69.16,82.99,2.199,30.4961,0.6282,76.1,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N8__seed1__ep06,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,1,6,ON,56,56,56,1,0.189,0.5484,1.4618,2.6312,1.6,2000,0.83,1,0,0,70.94,85.13,1.366,31.5715,0.8138,78,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N8__seed1__ep07,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,1,7,ON,56,56,56,1,0.1876,0.5112,1.4681,2.6426,1.6,2000,0.83,1,0,0,74.11,88.94,2.013,30.1029,0.813,81.5,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N8__seed1__ep08,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,1,8,ON,56,56,56,1,0.1927,0.5505,1.4593,2.6268,1.6,2000,0.83,1,0,1,72.73,87.28,2.028,30.2007,0.5782,80,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N8__seed1__ep09,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,1,9,ON,56,56,56,1,0.1808,0.5458,1.4454,2.6017,1.6,2000,0.83,1,0,0,73.31,87.98,1.486,29.402,0.8208,80.6,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N8__seed2__ep00,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,2,0,ON,56,56,56,1,0.1844,0.5744,1.4688,2.6438,1.6,2000,0.83,1,0,0,70.72,84.86,1.346,30.5012,0.8046,77.8,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N8__seed2__ep01,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,2,1,ON,56,56,56,1,0.194,0.5308,1.3763,2.4773,1.6,2000,0.83,1,0,0,67.56,81.08,2.176,30.2964,0.8221,74.3,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N8__seed2__ep02,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,2,2,ON,56,56,56,1,0.1859,0.5347,1.4298,2.5737,1.6,2000,0.83,1,0,0,68.86,82.63,1.381,31.362,0.829,75.7,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N8__seed2__ep03,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,2,3,ON,56,56,56,1,0.1814,0.5051,1.411,2.5399,1.6,2000,0.83,1,0,1,70.21,84.25,1.87,29.9648,0.606,77.2,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N8__seed2__ep04,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,2,4,ON,56,56,56,1,0.1953,0.5491,1.4684,2.643,1.6,2000,0.83,1,0,0,64.6,77.53,1.105,30.3943,0.8192,71.1,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N8__seed2__ep05,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,2,5,ON,56,56,56,1,0.1929,0.5726,1.4596,2.6273,1.6,2000,0.83,1,0,0,74.29,89.15,1.992,30.6741,0.8241,81.7,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N8__seed2__ep06,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,2,6,ON,56,56,56,1,0.1728,0.5416,1.545,2.7811,1.6,2000,0.83,1,0,0,72.19,86.63,1.166,30.6675,0.8246,79.4,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N8__seed2__ep07,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,2,7,ON,56,56,56,1,0.197,0.5707,1.5138,2.7249,1.6,2000,0.83,1,0,0,65.21,78.26,1.246,29.8282,0.823,71.7,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N8__seed2__ep08,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,2,8,ON,56,56,56,1,0.1962,0.5343,1.4671,2.6408,1.6,2000,0.83,0,1,1,68.33,82,1.489,30.0176,0.602,75.2,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N8__seed2__ep09,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,2,9,ON,56,56,56,1,0.1718,0.527,1.5517,2.793,1.6,2000,0.83,1,0,0,64.13,76.95,1.131,31.9419,0.8238,70.5,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N8__seed3__ep00,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,3,0,ON,56,56,56,1,0.1956,0.5499,1.3202,2.3764,1.6,2000,0.83,1,0,0,66.85,80.22,2.078,31.1113,0.8247,73.5,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N8__seed3__ep01,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,3,1,ON,56,56,56,1,0.1979,0.5191,1.4599,2.6279,1.6,2000,0.83,1,0,1,68.45,82.14,1.241,29.9667,0.5985,75.3,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N8__seed3__ep02,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,3,2,ON,56,56,56,1,0.1842,0.5621,1.3253,2.3856,1.6,2000,0.83,1,0,0,64.56,77.47,1.433,30.0188,0.8315,71,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N8__seed3__ep03,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,3,3,ON,56,56,56,1,0.1716,0.5432,1.5266,2.7478,1.6,2000,0.83,1,0,0,71.14,85.37,1.899,29.7996,0.8148,78.3,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N8__seed3__ep04,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,3,4,ON,56,56,56,1,0.1827,0.5133,1.3725,2.4705,1.6,2000,0.83,1,0,0,65.83,79,1.632,30.2613,0.8043,72.4,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N8__seed3__ep05,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,3,5,ON,56,56,56,1,0.191,0.518,1.326,2.3869,1.6,2000,0.83,1,0,0,72.44,86.92,1.703,30.0617,0.8256,79.7,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N8__seed3__ep06,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,3,6,ON,56,56,56,1,0.1962,0.5359,1.482,2.6676,1.6,2000,0.83,1,0,0,72.85,87.42,1.892,29.7684,0.8129,80.1,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N8__seed3__ep07,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,3,7,ON,56,56,56,1,0.1844,0.5337,1.5889,2.86,1.6,2000,0.83,1,0,0,73.47,88.16,1.987,29.4662,0.8181,80.8,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N8__seed3__ep08,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,3,8,ON,56,56,56,1,0.1761,0.5573,1.5443,2.7797,1.6,2000,0.83,1,0,0,65.3,78.36,1.929,30.3775,0.8168,71.8,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N8__seed3__ep09,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,3,9,ON,56,56,56,1,0.1792,0.5076,1.5979,2.8762,1.6,2000,0.83,1,0,0,72.84,87.41,1.923,30.9812,0.827,80.1,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N8__seed4__ep00,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,4,0,ON,56,56,56,1,0.1997,0.5427,1.4746,2.6543,1.6,2000,0.83,1,0,1,72.72,87.27,1.285,31.0796,0.5836,80,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N8__seed4__ep01,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,4,1,ON,56,56,56,1,0.1762,0.5349,1.4264,2.5676,1.6,2000,0.83,1,0,1,71.18,85.41,2.029,29.8623,0.5818,78.3,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N8__seed4__ep02,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,4,2,ON,56,56,56,1,0.1848,0.5526,1.4737,2.6526,1.6,2000,0.83,1,0,1,75.29,90.35,1.524,30.1104,0.5954,82.8,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N8__seed4__ep03,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,4,3,ON,56,56,56,1,0.1772,0.5658,1.4825,2.6686,1.6,2000,0.83,1,0,0,67,80.4,1.986,29.9697,0.8173,73.7,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N8__seed4__ep04,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,4,4,ON,56,56,56,1,0.1888,0.5362,1.4904,2.6827,1.6,2000,0.83,1,0,0,72.36,86.84,2.058,30.9171,0.8113,79.6,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N8__seed4__ep05,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,4,5,ON,56,56,56,1,0.187,0.5332,1.4623,2.6322,1.6,2000,0.83,1,0,0,64.97,77.96,1.8,31.0409,0.8232,71.5,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N8__seed4__ep06,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,4,6,ON,56,56,56,1,0.1976,0.5762,1.4172,2.5509,1.6,2000,0.83,1,0,0,64.8,77.76,1.796,31.8003,0.8097,71.3,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N8__seed4__ep07,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,4,7,ON,56,56,56,1,0.1927,0.5233,1.4136,2.5445,1.6,2000,0.83,1,0,0,74.75,89.7,1.667,30.42,0.8025,82.2,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N8__seed4__ep08,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,4,8,ON,56,56,56,1,0.1921,0.5572,1.3247,2.3845,1.6,2000,0.83,1,0,0,73.45,88.14,1.304,28.8856,0.8283,80.8,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N8__seed4__ep09,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,4,9,ON,56,56,56,1,0.1801,0.5347,1.4223,2.5602,1.6,2000,0.83,1,0,0,66.01,79.21,1.388,30.8392,0.8335,72.6,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N8__seed5__ep00,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,5,0,ON,56,56,56,1,0.1919,0.5093,1.5656,2.818,1.6,2000,0.83,0,1,1,66.35,79.62,1.69,30.0092,0.6218,73,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N8__seed5__ep01,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,5,1,ON,56,56,56,1,0.1715,0.5519,1.3619,2.4514,1.6,2000,0.83,0,1,1,64.09,76.91,1.136,29.4351,0.5853,70.5,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N8__seed5__ep02,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,5,2,ON,56,56,56,1,0.1912,0.5346,1.5109,2.7196,1.6,2000,0.83,1,0,0,64.93,77.92,1.369,30.7978,0.8309,71.4,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N8__seed5__ep03,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,5,3,ON,56,56,56,1,0.1841,0.5117,1.5887,2.8597,1.6,2000,0.83,1,0,0,72.79,87.35,1.946,29.8784,0.8023,80.1,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N8__seed5__ep04,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,5,4,ON,56,56,56,1,0.1998,0.5342,1.5404,2.7728,1.6,2000,0.83,1,0,0,67.9,81.49,1.399,30.1484,0.83,74.7,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N8__seed5__ep05,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,5,5,ON,56,56,56,1,0.1701,0.5008,1.508,2.7144,1.6,2000,0.83,1,0,0,68.69,82.43,2.105,30.3924,0.8203,75.6,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N8__seed5__ep06,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,5,6,ON,56,56,56,1,0.1788,0.5513,1.5493,2.7888,1.6,2000,0.83,1,0,0,71.61,85.93,1.732,29.8343,0.8055,78.8,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N8__seed5__ep07,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,5,7,ON,56,56,56,1,0.19,0.546,1.4008,2.5214,1.6,2000,0.83,1,0,0,68.57,82.28,1.154,30.7586,0.8197,75.4,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N8__seed5__ep08,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,5,8,ON,56,56,56,1,0.1814,0.5689,1.5084,2.7152,1.6,2000,0.83,1,0,0,73.15,87.77,1.668,31.162,0.8204,80.5,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N8__seed5__ep09,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,5,9,ON,56,56,56,1,0.1905,0.5134,1.4316,2.5769,1.6,2000,0.83,1,0,0,68.51,82.22,2.048,30.4668,0.8063,75.4,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N8__seed6__ep00,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,6,0,ON,56,56,56,1,0.17,0.5092,1.5731,2.8316,1.6,2000,0.83,1,0,1,69.31,83.17,1.518,29.5638,0.5723,76.2,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900
scal__mixed_complex__Fully-connected_GAT__N8__seed6__ep01,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,6,1,ON,56,56,56,1,0.1797,0.5145,1.3971,2.5147,1.6,2000,0.83,1,0,1,68.54,82.24,1.73,29.1808,0.6107,75.4,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900
scal__mixed_complex__Fully-connected_GAT__N8__seed6__ep02,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,6,2,ON,56,56,56,1,0.176,0.5116,1.4587,2.6256,1.6,2000,0.83,0,1,1,69.6,83.52,1.56,30.8191,0.6049,76.6,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900
scal__mixed_complex__Fully-connected_GAT__N8__seed6__ep03,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,6,3,ON,56,56,56,1,0.1725,0.5758,1.4535,2.6163,1.6,2000,0.83,0,1,1,71.54,85.85,1.586,30.8303,0.5719,78.7,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900
scal__mixed_complex__Fully-connected_GAT__N8__seed6__ep04,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,6,4,ON,56,56,56,1,0.1913,0.5157,1.3009,2.3416,1.6,2000,0.83,1,0,0,75.04,90.05,1.323,30.3381,0.8364,82.5,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900
scal__mixed_complex__Fully-connected_GAT__N8__seed6__ep05,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,6,5,ON,56,56,56,1,0.1748,0.5455,1.5704,2.8267,1.6,2000,0.83,1,0,0,69.27,83.13,1.435,30.5921,0.8133,76.2,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900
scal__mixed_complex__Fully-connected_GAT__N8__seed6__ep06,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,6,6,ON,56,56,56,1,0.1799,0.5666,1.584,2.8512,1.6,2000,0.83,1,0,0,75.26,90.31,1.275,31.7831,0.8197,82.8,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900
scal__mixed_complex__Fully-connected_GAT__N8__seed6__ep07,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,6,7,ON,56,56,56,1,0.1958,0.533,1.4457,2.6022,1.6,2000,0.83,1,0,0,66.1,79.32,2.105,30.3425,0.803,72.7,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900
scal__mixed_complex__Fully-connected_GAT__N8__seed6__ep08,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,6,8,ON,56,56,56,1,0.1791,0.5408,1.3487,2.4277,1.6,2000,0.83,1,0,0,71.96,86.36,1.881,30.4588,0.8242,79.2,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900
scal__mixed_complex__Fully-connected_GAT__N8__seed6__ep09,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,6,9,ON,56,56,56,1,0.1838,0.5608,1.3548,2.4387,1.6,2000,0.83,1,0,0,67.04,80.44,1.22,29.4764,0.8156,73.7,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900
scal__mixed_complex__Fully-connected_GAT__N8__seed7__ep00,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,7,0,ON,56,56,56,1,0.195,0.549,1.3082,2.3548,1.6,2000,0.83,1,0,0,64.25,77.1,2.106,30.4345,0.8173,70.7,834b9fc8cfe54c848b1b008b8df659eb012e3f430b165cbdf07ad29570037fa3
scal__mixed_complex__Fully-connected_GAT__N8__seed7__ep01,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,7,1,ON,56,56,56,1,0.1876,0.5614,1.4685,2.6433,1.6,2000,0.83,1,0,0,66.27,79.52,2.124,30.1559,0.8117,72.9,834b9fc8cfe54c848b1b008b8df659eb012e3f430b165cbdf07ad29570037fa3
scal__mixed_complex__Fully-connected_GAT__N8__seed7__ep02,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,7,2,ON,56,56,56,1,0.1798,0.5604,1.4466,2.6038,1.6,2000,0.83,1,0,0,74.87,89.84,1.437,30.2891,0.8259,82.4,834b9fc8cfe54c848b1b008b8df659eb012e3f430b165cbdf07ad29570037fa3
scal__mixed_complex__Fully-connected_GAT__N8__seed7__ep03,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,7,3,ON,56,56,56,1,0.1735,0.546,1.5139,2.7251,1.6,2000,0.83,1,0,1,73.08,87.7,1.711,29.6828,0.6335,80.4,834b9fc8cfe54c848b1b008b8df659eb012e3f430b165cbdf07ad29570037fa3
