record_id,protocol_id,scenario,controller,group_type,group_id,evaluation_episode_index,robot_count,safety_envelope,control_step_s,fully_successful_episode,successful_robots,collision_episode,collision_type,rr_near_miss_count,rp_near_miss_count,intervention_count,evaluated_command_count,intervention_ratio,mean_normalized_intervention_magnitude,episode_max_normalized_intervention_magnitude,average_completion_time_s,makespan_s,average_waiting_time_s,min_rr_center_distance_m,min_rp_center_distance_m,checkpoint_sha256,evaluation_seed_e,robot_random_seed,pedestrian_random_seed,draw_id
audit__dynamic_pedestrians__CA-GAT-MAPPO__g3__ep04,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,3,4,4,ON,0.1,1,4,0,N/A,0,0,394,1526,0.258191349934469,0.133015,0.639302,34.8338,39.0139,2.4096,0.645801,0.901553,10d915010ebf997460263d25dc25da09b8048e5edcff22f793b4ddeb60cfa59c,30104,30104090316,30104090413,draw_dynamic_pedestrians_CA-GAT-MAPPO_g3_ep4
audit__dynamic_pedestrians__CA-GAT-MAPPO__g3__ep05,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,3,5,4,ON,0.1,1,4,0,N/A,0,0,359,1248,0.287660256410256,0.120591,0.636057,30.9711,34.6877,1.7579,0.681493,0.839604,10d915010ebf997460263d25dc25da09b8048e5edcff22f793b4ddeb60cfa59c,30105,30105090320,30105090417,draw_dynamic_pedestrians_CA-GAT-MAPPO_g3_ep5
audit__dynamic_pedestrians__CA-GAT-MAPPO__g3__ep06,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,3,6,4,ON,0.1,1,4,0,N/A,0,0,385,1491,0.258215962441315,0.140975,0.65747,30.247,33.8767,1.433,0.636462,0.904678,10d915010ebf997460263d25dc25da09b8048e5edcff22f793b4ddeb60cfa59c,30106,30106090324,30106090421,draw_dynamic_pedestrians_CA-GAT-MAPPO_g3_ep6
audit__dynamic_pedestrians__CA-GAT-MAPPO__g3__ep07,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,3,7,4,ON,0.1,1,4,0,N/A,0,0,394,1404,0.280626780626781,0.14525,0.652451,31.3973,35.1649,2.1441,0.664375,0.873268,10d915010ebf997460263d25dc25da09b8048e5edcff22f793b4ddeb60cfa59c,30107,30107090328,30107090425,draw_dynamic_pedestrians_CA-GAT-MAPPO_g3_ep7
audit__dynamic_pedestrians__CA-GAT-MAPPO__g3__ep08,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,3,8,4,ON,0.1,1,4,0,N/A,0,0,362,1406,0.2574679943101,0.127712,0.64622,30.5929,34.2641,1.6531,0.703168,0.914004,10d915010ebf997460263d25dc25da09b8048e5edcff22f793b4ddeb60cfa59c,30108,30108090332,30108090429,draw_dynamic_pedestrians_CA-GAT-MAPPO_g3_ep8
audit__dynamic_pedestrians__CA-GAT-MAPPO__g3__ep09,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,3,9,4,ON,0.1,1,4,0,N/A,0,0,382,1357,0.281503316138541,0.130719,0.61657,33.0123,36.9738,2.076,0.666662,0.884815,10d915010ebf997460263d25dc25da09b8048e5edcff22f793b4ddeb60cfa59c,30109,30109090336,30109090433,draw_dynamic_pedestrians_CA-GAT-MAPPO_g3_ep9
audit__dynamic_pedestrians__CA-GAT-MAPPO__g4__ep00,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,4,0,4,ON,0.1,1,4,0,N/A,0,0,327,1349,0.242401779095626,0.128312,0.640654,30.1494,33.7673,1.8872,0.683559,0.901463,0edc52a8acd379186c6ab98c1042d7e7743916870297cd3cab3f7db83225a1b4,40100,40100120300,40100120397,draw_dynamic_pedestrians_CA-GAT-MAPPO_g4_ep0
audit__dynamic_pedestrians__CA-GAT-MAPPO__g4__ep01,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,4,1,4,ON,0.1,1,4,0,N/A,0,0,355,1359,0.261221486387049,0.118253,0.636656,34.719,38.8852,1.2083,0.666388,0.810067,0edc52a8acd379186c6ab98c1042d7e7743916870297cd3cab3f7db83225a1b4,40101,40101120304,40101120401,draw_dynamic_pedestrians_CA-GAT-MAPPO_g4_ep1
audit__dynamic_pedestrians__CA-GAT-MAPPO__g4__ep02,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,4,2,4,ON,0.1,1,4,0,N/A,0,0,366,1368,0.267543859649123,0.120258,0.632201,33.0594,37.0266,1.485,0.691826,0.887395,0edc52a8acd379186c6ab98c1042d7e7743916870297cd3cab3f7db83225a1b4,40102,40102120308,40102120405,draw_dynamic_pedestrians_CA-GAT-MAPPO_g4_ep2
audit__dynamic_pedestrians__CA-GAT-MAPPO__g4__ep03,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,4,3,4,ON,0.1,1,4,0,N/A,0,0,342,1493,0.22906898861353,0.126658,0.643148,30.4533,34.1076,1.8285,0.707833,0.812504,0edc52a8acd379186c6ab98c1042d7e7743916870297cd3cab3f7db83225a1b4,40103,40103120312,40103120409,draw_dynamic_pedestrians_CA-GAT-MAPPO_g4_ep3
audit__dynamic_pedestrians__CA-GAT-MAPPO__g4__ep04,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,4,4,4,ON,0.1,1,4,0,N/A,0,0,347,1477,0.234935680433311,0.133302,0.632357,33.3096,37.3068,1.7143,0.67536,0.910165,0edc52a8acd379186c6ab98c1042d7e7743916870297cd3cab3f7db83225a1b4,40104,40104120316,40104120413,draw_dynamic_pedestrians_CA-GAT-MAPPO_g4_ep4
audit__dynamic_pedestrians__CA-GAT-MAPPO__g4__ep05,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,4,5,4,ON,0.1,1,4,0,N/A,0,0,368,1416,0.259887005649718,0.138656,0.634092,30.4529,34.1072,1.2855,0.700749,0.818715,0edc52a8acd379186c6ab98c1042d7e7743916870297cd3cab3f7db83225a1b4,40105,40105120320,40105120417,draw_dynamic_pedestrians_CA-GAT-MAPPO_g4_ep5
audit__dynamic_pedestrians__CA-GAT-MAPPO__g4__ep06,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,4,6,4,ON,0.1,1,4,0,N/A,0,0,353,1424,0.247893258426966,0.122681,0.646203,34.5912,38.7422,1.3409,0.696394,0.888879,0edc52a8acd379186c6ab98c1042d7e7743916870297cd3cab3f7db83225a1b4,40106,40106120324,40106120421,draw_dynamic_pedestrians_CA-GAT-MAPPO_g4_ep6
audit__dynamic_pedestrians__CA-GAT-MAPPO__g4__ep07,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,4,7,4,ON,0.1,1,4,0,N/A,0,0,363,1418,0.255994358251058,0.136093,0.636794,30.752,34.4422,1.0985,0.669605,0.840951,0edc52a8acd379186c6ab98c1042d7e7743916870297cd3cab3f7db83225a1b4,40107,40107120328,40107120425,draw_dynamic_pedestrians_CA-GAT-MAPPO_g4_ep7
audit__dynamic_pedestrians__CA-GAT-MAPPO__g4__ep08,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,4,8,4,ON,0.1,1,4,0,N/A,0,0,356,1350,0.263703703703704,0.124424,0.636642,30.0609,33.6682,2.4978,0.649449,0.845547,0edc52a8acd379186c6ab98c1042d7e7743916870297cd3cab3f7db83225a1b4,40108,40108120332,40108120429,draw_dynamic_pedestrians_CA-GAT-MAPPO_g4_ep8
audit__dynamic_pedestrians__CA-GAT-MAPPO__g4__ep09,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,4,9,4,ON,0.1,1,4,0,N/A,0,0,386,1528,0.25261780104712,0.120171,0.637982,31.2741,35.027,1.8168,0.630978,0.871233,0edc52a8acd379186c6ab98c1042d7e7743916870297cd3cab3f7db83225a1b4,40109,40109120336,40109120433,draw_dynamic_pedestrians_CA-GAT-MAPPO_g4_ep9
audit__dynamic_pedestrians__CA-GAT-MAPPO__g5__ep00,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,5,0,4,ON,0.1,1,4,0,N/A,0,0,473,1993,0.237330657300552,0.109121,0.634699,32.5127,36.4142,2.3528,0.709443,0.839571,204d63fa6fe63720e7c75a9149e92a5a44a1162effa5d3cf08e42b89f72cfb7d,50100,50100150300,50100150397,draw_dynamic_pedestrians_CA-GAT-MAPPO_g5_ep0
audit__dynamic_pedestrians__CA-GAT-MAPPO__g5__ep01,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,5,1,4,ON,0.1,1,4,0,N/A,0,0,498,2181,0.228335625859697,0.119348,0.596499,32.3429,36.2241,1.6307,0.633854,0.800795,204d63fa6fe63720e7c75a9149e92a5a44a1162effa5d3cf08e42b89f72cfb7d,50101,50101150304,50101150401,draw_dynamic_pedestrians_CA-GAT-MAPPO_g5_ep1
audit__dynamic_pedestrians__CA-GAT-MAPPO__g5__ep02,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,5,2,4,ON,0.1,1,4,0,N/A,0,0,489,2042,0.23947110675808,0.126348,0.632732,34.2597,38.3709,1.8864,0.696092,0.848682,204d63fa6fe63720e7c75a9149e92a5a44a1162effa5d3cf08e42b89f72cfb7d,50102,50102150308,50102150405,draw_dynamic_pedestrians_CA-GAT-MAPPO_g5_ep2
audit__dynamic_pedestrians__CA-GAT-MAPPO__g5__ep03,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,5,3,4,ON,0.1,1,4,0,N/A,0,0,506,1981,0.25542655224634,0.134239,0.62934,33.5878,37.6183,1.145,0.691608,0.901679,204d63fa6fe63720e7c75a9149e92a5a44a1162effa5d3cf08e42b89f72cfb7d,50103,50103150312,50103150409,draw_dynamic_pedestrians_CA-GAT-MAPPO_g5_ep3
audit__dynamic_pedestrians__CA-GAT-MAPPO__g5__ep04,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,5,4,4,ON,0.1,1,4,0,N/A,0,0,450,1848,0.243506493506494,0.128178,0.635707,30.6961,34.3796,1.9674,0.683888,0.855484,204d63fa6fe63720e7c75a9149e92a5a44a1162effa5d3cf08e42b89f72cfb7d,50104,50104150316,50104150413,draw_dynamic_pedestrians_CA-GAT-MAPPO_g5_ep4
audit__dynamic_pedestrians__CA-GAT-MAPPO__g5__ep05,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,5,5,4,ON,0.1,1,4,0,N/A,0,0,462,1957,0.236075625958099,0.12419,0.614803,30.0941,33.7054,2.3454,0.689284,0.815632,204d63fa6fe63720e7c75a9149e92a5a44a1162effa5d3cf08e42b89f72cfb7d,50105,50105150320,50105150417,draw_dynamic_pedestrians_CA-GAT-MAPPO_g5_ep5
audit__dynamic_pedestrians__CA-GAT-MAPPO__g5__ep06,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,5,6,4,ON,0.1,1,4,0,N/A,0,0,508,2026,0.250740375123396,0.134916,0.61415,30.1834,33.8055,1.1819,0.707884,0.854222,204d63fa6fe63720e7c75a9149e92a5a44a1162effa5d3cf08e42b89f72cfb7d,50106,50106150324,50106150421,draw_dynamic_pedestrians_CA-GAT-MAPPO_g5_ep6
audit__dynamic_pedestrians__CA-GAT-MAPPO__g5__ep07,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,5,7,4,ON,0.1,1,4,0,N/A,0,0,483,1906,0.253410283315845,0.122239,0.621048,30.7251,34.4121,2.108,0.640312,0.903169,204d63fa6fe63720e7c75a9149e92a5a44a1162effa5d3cf08e42b89f72cfb7d,50107,50107150328,50107150425,draw_dynamic_pedestrians_CA-GAT-MAPPO_g5_ep7
audit__dynamic_pedestrians__CA-GAT-MAPPO__g5__ep08,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,5,8,4,ON,0.1,1,4,0,N/A,0,0,446,2018,0.221010901883053,0.137846,0.622596,33.4772,37.4944,1.5049,0.699579,0.906717,204d63fa6fe63720e7c75a9149e92a5a44a1162effa5d3cf08e42b89f72cfb7d,50108,50108150332,50108150429,draw_dynamic_pedestrians_CA-GAT-MAPPO_g5_ep8
audit__dynamic_pedestrians__CA-GAT-MAPPO__g5__ep09,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,5,9,4,ON,0.1,1,4,0,N/A,0,0,484,1960,0.246938775510204,0.127603,0.639367,34.7554,38.9261,2.3012,0.656965,0.862909,204d63fa6fe63720e7c75a9149e92a5a44a1162effa5d3cf08e42b89f72cfb7d,50109,50109150336,50109150433,draw_dynamic_pedestrians_CA-GAT-MAPPO_g5_ep9
audit__dynamic_pedestrians__CA-GAT-MAPPO__g6__ep00,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,6,0,4,ON,0.1,1,4,0,N/A,0,0,385,1302,0.295698924731183,0.138226,0.62759,31.5971,35.3887,1.5519,0.684113,0.810987,6a90eb5c2f6f6818cfbba4a0b454c79b02975e3e195f2d5cb614c7bd0987a2d7,60100,60100180300,60100180397,draw_dynamic_pedestrians_CA-GAT-MAPPO_g6_ep0
audit__dynamic_pedestrians__CA-GAT-MAPPO__g6__ep01,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,6,1,4,ON,0.1,1,4,0,N/A,0,0,384,1260,0.304761904761905,0.135287,0.616274,30.2103,33.8355,1.4369,0.693046,0.867552,6a90eb5c2f6f6818cfbba4a0b454c79b02975e3e195f2d5cb614c7bd0987a2d7,60101,60101180304,60101180401,draw_dynamic_pedestrians_CA-GAT-MAPPO_g6_ep1
audit__dynamic_pedestrians__CA-GAT-MAPPO__g6__ep02,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,6,2,4,ON,0.1,1,4,0,N/A,0,0,336,1043,0.322147651006711,0.119587,0.644115,30.5222,34.1849,1.6489,0.691185,0.881266,6a90eb5c2f6f6818cfbba4a0b454c79b02975e3e195f2d5cb614c7bd0987a2d7,60102,60102180308,60102180405,draw_dynamic_pedestrians_CA-GAT-MAPPO_g6_ep2
audit__dynamic_pedestrians__CA-GAT-MAPPO__g6__ep03,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,6,3,4,ON,0.1,1,4,0,N/A,0,0,375,1195,0.313807531380753,0.149785,0.607033,34.9694,39.1657,1.1313,0.635613,0.800453,6a90eb5c2f6f6818cfbba4a0b454c79b02975e3e195f2d5cb614c7bd0987a2d7,60103,60103180312,60103180409,draw_dynamic_pedestrians_CA-GAT-MAPPO_g6_ep3
audit__dynamic_pedestrians__CA-GAT-MAPPO__g6__ep04,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,6,4,4,ON,0.1,1,4,0,N/A,0,0,398,1270,0.313385826771654,0.125122,0.645724,32.6484,36.5662,1.1033,0.642644,0.880055,6a90eb5c2f6f6818cfbba4a0b454c79b02975e3e195f2d5cb614c7bd0987a2d7,60104,60104180316,60104180413,draw_dynamic_pedestrians_CA-GAT-MAPPO_g6_ep4
audit__dynamic_pedestrians__CA-GAT-MAPPO__g6__ep05,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,6,5,4,ON,0.1,1,4,0,N/A,0,0,393,1315,0.298859315589354,0.117988,0.6298,30.567,34.235,1.4155,0.654799,0.854935,6a90eb5c2f6f6818cfbba4a0b454c79b02975e3e195f2d5cb614c7bd0987a2d7,60105,60105180320,60105180417,draw_dynamic_pedestrians_CA-GAT-MAPPO_g6_ep5
audit__dynamic_pedestrians__CA-GAT-MAPPO__g6__ep06,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,6,6,4,ON,0.1,1,4,0,N/A,0,0,413,1363,0.303008070432869,0.117466,0.645205,30.0447,33.65,1.0469,0.694971,0.816524,6a90eb5c2f6f6818cfbba4a0b454c79b02975e3e195f2d5cb614c7bd0987a2d7,60106,60106180324,60106180421,draw_dynamic_pedestrians_CA-GAT-MAPPO_g6_ep6
audit__dynamic_pedestrians__CA-GAT-MAPPO__g6__ep07,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,6,7,4,ON,0.1,1,4,0,N/A,0,0,387,1311,0.295194508009153,0.117649,0.646353,34.5928,38.7439,1.4276,0.666814,0.873175,6a90eb5c2f6f6818cfbba4a0b454c79b02975e3e195f2d5cb614c7bd0987a2d7,60107,60107180328,60107180425,draw_dynamic_pedestrians_CA-GAT-MAPPO_g6_ep7
audit__dynamic_pedestrians__CA-GAT-MAPPO__g6__ep08,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,6,8,4,ON,0.1,1,4,0,N/A,0,0,409,1269,0.322301024428684,0.124788,0.635315,33.4301,37.4417,2.3822,0.651466,0.836256,6a90eb5c2f6f6818cfbba4a0b454c79b02975e3e195f2d5cb614c7bd0987a2d7,60108,60108180332,60108180429,draw_dynamic_pedestrians_CA-GAT-MAPPO_g6_ep8
audit__dynamic_pedestrians__CA-GAT-MAPPO__g6__ep09,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,6,9,4,ON,0.1,1,4,0,N/A,0,0,397,1352,0.293639053254438,0.128287,0.61804,34.6006,38.7526,1.3626,0.682412,0.860074,6a90eb5c2f6f6818cfbba4a0b454c79b02975e3e195f2d5cb614c7bd0987a2d7,60109,60109180336,60109180433,draw_dynamic_pedestrians_CA-GAT-MAPPO_g6_ep9
audit__dynamic_pedestrians__CA-GAT-MAPPO__g7__ep00,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,7,0,4,ON,0.1,1,4,0,N/A,0,0,397,1446,0.274550484094053,0.142805,0.637215,34.577,38.7263,1.3494,0.678515,0.900994,c5f357624178b8ece5882b896805a8822cfce3350111dcb4accb2dcb62a98c13,70100,70100210300,70100210397,draw_dynamic_pedestrians_CA-GAT-MAPPO_g7_ep0
audit__dynamic_pedestrians__CA-GAT-MAPPO__g7__ep01,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,7,1,4,ON,0.1,1,4,0,N/A,0,0,407,1434,0.283821478382148,0.123585,0.63296,34.4551,38.5897,1.686,0.691964,0.904313,c5f357624178b8ece5882b896805a8822cfce3350111dcb4accb2dcb62a98c13,70101,70101210304,70101210401,draw_dynamic_pedestrians_CA-GAT-MAPPO_g7_ep1
audit__dynamic_pedestrians__CA-GAT-MAPPO__g7__ep02,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,7,2,4,ON,0.1,1,4,0,N/A,0,0,425,1573,0.270184361093452,0.132441,0.616473,32.0368,35.8812,1.6798,0.640551,0.851352,c5f357624178b8ece5882b896805a8822cfce3350111dcb4accb2dcb62a98c13,70102,70102210308,70102210405,draw_dynamic_pedestrians_CA-GAT-MAPPO_g7_ep2
audit__dynamic_pedestrians__CA-GAT-MAPPO__g7__ep03,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,7,3,4,ON,0.1,1,4,0,N/A,0,0,398,1403,0.28367783321454,0.137883,0.615225,33.5547,37.5813,1.2081,0.638419,0.8533,c5f357624178b8ece5882b896805a8822cfce3350111dcb4accb2dcb62a98c13,70103,70103210312,70103210409,draw_dynamic_pedestrians_CA-GAT-MAPPO_g7_ep3
audit__dynamic_pedestrians__CA-GAT-MAPPO__g7__ep04,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,7,4,4,ON,0.1,1,4,0,N/A,0,0,422,1664,0.253605769230769,0.117982,0.639442,30.4468,34.1005,2.1115,0.650606,0.841055,c5f357624178b8ece5882b896805a8822cfce3350111dcb4accb2dcb62a98c13,70104,70104210316,70104210413,draw_dynamic_pedestrians_CA-GAT-MAPPO_g7_ep4
audit__dynamic_pedestrians__CA-GAT-MAPPO__g7__ep05,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,7,5,4,ON,0.1,1,4,0,N/A,0,0,390,1352,0.288461538461538,0.129605,0.621254,34.8769,39.0621,1.9054,0.694846,0.904636,c5f357624178b8ece5882b896805a8822cfce3350111dcb4accb2dcb62a98c13,70105,70105210320,70105210417,draw_dynamic_pedestrians_CA-GAT-MAPPO_g7_ep5
audit__dynamic_pedestrians__CA-GAT-MAPPO__g7__ep06,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,7,6,4,ON,0.1,1,4,0,N/A,0,0,419,1585,0.264353312302839,0.140966,0.636048,30.6348,34.3109,1.3377,0.700493,0.856199,c5f357624178b8ece5882b896805a8822cfce3350111dcb4accb2dcb62a98c13,70106,70106210324,70106210421,draw_dynamic_pedestrians_CA-GAT-MAPPO_g7_ep6
audit__dynamic_pedestrians__CA-GAT-MAPPO__g7__ep07,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,7,7,4,ON,0.1,1,4,0,N/A,0,0,400,1577,0.253646163601775,0.125454,0.653302,30.9977,34.7175,1.3827,0.694546,0.827067,c5f357624178b8ece5882b896805a8822cfce3350111dcb4accb2dcb62a98c13,70107,70107210328,70107210425,draw_dynamic_pedestrians_CA-GAT-MAPPO_g7_ep7
audit__dynamic_pedestrians__CA-GAT-MAPPO__g7__ep08,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,7,8,4,ON,0.1,1,4,0,N/A,0,0,401,1543,0.259883344134802,0.130206,0.651933,30.5431,34.2083,2.1061,0.705891,0.809395,c5f357624178b8ece5882b896805a8822cfce3350111dcb4accb2dcb62a98c13,70108,70108210332,70108210429,draw_dynamic_pedestrians_CA-GAT-MAPPO_g7_ep8
audit__dynamic_pedestrians__CA-GAT-MAPPO__g7__ep09,safety_envelope_intervention_audit,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,7,9,4,ON,0.1,1,4,0,N/A,0,0,392,1511,0.259430840502978,0.119747,0.641349,31.0438,34.769,1.6284,0.663787,0.835855,c5f357624178b8ece5882b896805a8822cfce3350111dcb4accb2dcb62a98c13,70109,70109210336,70109210433,draw_dynamic_pedestrians_CA-GAT-MAPPO_g7_ep9
audit__mixed_complex__CA-GAT-MAPPO__g0__ep00,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,0,0,4,ON,0.1,1,4,0,N/A,0,0,537,1798,0.298665183537264,0.147395,0.589216,33.2072,37.1921,1.18,0.706665,0.899882,bfcedc1c8f0ae2806ebdc8d7c572ba9275e4a0487907899821a3d107e71101ce,200,200000600,200000697,draw_mixed_complex_CA-GAT-MAPPO_g0_ep0
audit__mixed_complex__CA-GAT-MAPPO__g0__ep01,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,0,1,4,ON,0.1,1,4,0,N/A,0,0,580,2018,0.287413280475719,0.146739,0.579014,33.7383,37.7869,1.888,0.699104,0.811362,bfcedc1c8f0ae2806ebdc8d7c572ba9275e4a0487907899821a3d107e71101ce,201,201000604,201000701,draw_mixed_complex_CA-GAT-MAPPO_g0_ep1
audit__mixed_complex__CA-GAT-MAPPO__g0__ep02,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,0,2,4,ON,0.1,1,4,0,N/A,0,0,571,1965,0.29058524173028,0.162011,0.607253,31.0417,34.7667,2.0629,0.677593,0.852375,bfcedc1c8f0ae2806ebdc8d7c572ba9275e4a0487907899821a3d107e71101ce,202,202000608,202000705,draw_mixed_complex_CA-GAT-MAPPO_g0_ep2
audit__mixed_complex__CA-GAT-MAPPO__g0__ep03,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,0,3,4,ON,0.1,1,4,0,N/A,0,0,529,1823,0.290181020296215,0.154863,0.596913,33.1566,37.1354,2.0824,0.695333,0.819682,bfcedc1c8f0ae2806ebdc8d7c572ba9275e4a0487907899821a3d107e71101ce,203,203000612,203000709,draw_mixed_complex_CA-GAT-MAPPO_g0_ep3
audit__mixed_complex__CA-GAT-MAPPO__g0__ep04,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,0,4,4,ON,0.1,1,4,0,N/A,0,0,514,1770,0.290395480225989,0.16838,0.61294,30.5868,34.2572,1.5856,0.68816,0.872922,bfcedc1c8f0ae2806ebdc8d7c572ba9275e4a0487907899821a3d107e71101ce,204,204000616,204000713,draw_mixed_complex_CA-GAT-MAPPO_g0_ep4
audit__mixed_complex__CA-GAT-MAPPO__g0__ep05,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,0,5,4,ON,0.1,1,4,0,N/A,0,0,560,1851,0.302539168017288,0.154902,0.606329,33.9863,38.0647,1.5164,0.665808,0.830947,bfcedc1c8f0ae2806ebdc8d7c572ba9275e4a0487907899821a3d107e71101ce,205,205000620,205000717,draw_mixed_complex_CA-GAT-MAPPO_g0_ep5
audit__mixed_complex__CA-GAT-MAPPO__g0__ep06,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,0,6,4,ON,0.1,1,4,0,N/A,0,0,545,1891,0.288207297726071,0.142576,0.591797,34.9901,39.1889,1.7777,0.709539,0.857524,bfcedc1c8f0ae2806ebdc8d7c572ba9275e4a0487907899821a3d107e71101ce,206,206000624,206000721,draw_mixed_complex_CA-GAT-MAPPO_g0_ep6
audit__mixed_complex__CA-GAT-MAPPO__g0__ep07,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,0,7,4,ON,0.1,1,4,0,N/A,0,0,602,1900,0.316842105263158,0.173598,0.593852,34.2112,38.3166,2.2436,0.646047,0.887273,bfcedc1c8f0ae2806ebdc8d7c572ba9275e4a0487907899821a3d107e71101ce,207,207000628,207000725,draw_mixed_complex_CA-GAT-MAPPO_g0_ep7
audit__mixed_complex__CA-GAT-MAPPO__g0__ep08,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,0,8,4,ON,0.1,1,4,0,N/A,0,0,508,1706,0.297772567409144,0.156732,0.606898,31.0145,34.7363,1.1975,0.708692,0.911905,bfcedc1c8f0ae2806ebdc8d7c572ba9275e4a0487907899821a3d107e71101ce,208,208000632,208000729,draw_mixed_complex_CA-GAT-MAPPO_g0_ep8
audit__mixed_complex__CA-GAT-MAPPO__g0__ep09,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,0,9,4,ON,0.1,1,4,0,N/A,0,0,543,1860,0.291935483870968,0.147885,0.613145,34.0437,38.129,1.25,0.677936,0.823438,bfcedc1c8f0ae2806ebdc8d7c572ba9275e4a0487907899821a3d107e71101ce,209,209000636,209000733,draw_mixed_complex_CA-GAT-MAPPO_g0_ep9
