record_id,protocol_id,scenario,method,training_seed,evaluation_episode_index,robot_count,policy_checkpoint_reused_from_main,safety_envelope,A_star_guide,ORCA_style_prior,velocity_slew_limits,pedestrian_limiter,lidar_safety_filter,robot_robot_shield,control_step_s,successful_robots,fully_successful_episode,collision_episode,rr_collision_count,rp_collision_count,obstacle_collision_count,timeout_failure_count,deadlock_failure_count,rr_near_miss_count,rp_near_miss_count,average_completion_time_s,makespan_s,average_waiting_time_s,average_path_length_m,astar_reference_path_length_m,executed_to_astar_ratio,trajectory_straightness,min_rr_center_distance_m,min_rp_center_distance_m,pre_filter_min_pred_rr_distance_m,pre_filter_min_pred_rp_distance_m,checkpoint_sha256
safetyoff__static_clutter__CA-GAT-MAPPO__seed6__ep04,safety_off_evaluation,static_clutter,CA-GAT-MAPPO,6,4,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,N/A,33.64,36.37,1.491,17.38,21.1127,0.8232,0.6811,0.4312,N/A,0.345,N/A,ef4c83bb67c9f35ae17c7edff65168d0fc1c2678708c0a26ce593a6eaab9adbf
safetyoff__static_clutter__CA-GAT-MAPPO__seed6__ep05,safety_off_evaluation,static_clutter,CA-GAT-MAPPO,6,5,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,38.37,43.46,2.522,17.65,21.2377,0.8311,0.7606,0.7205,N/A,0.5764,N/A,ef4c83bb67c9f35ae17c7edff65168d0fc1c2678708c0a26ce593a6eaab9adbf
safetyoff__static_clutter__CA-GAT-MAPPO__seed6__ep06,safety_off_evaluation,static_clutter,CA-GAT-MAPPO,6,6,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,36.35,40.75,2.966,18.5,21.1752,0.8737,0.7625,0.6656,N/A,0.5325,N/A,ef4c83bb67c9f35ae17c7edff65168d0fc1c2678708c0a26ce593a6eaab9adbf
safetyoff__static_clutter__CA-GAT-MAPPO__seed6__ep07,safety_off_evaluation,static_clutter,CA-GAT-MAPPO,6,7,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,N/A,37.59,43.22,1.028,18.34,21.3002,0.861,0.7496,0.5017,N/A,0.4014,N/A,ef4c83bb67c9f35ae17c7edff65168d0fc1c2678708c0a26ce593a6eaab9adbf
safetyoff__static_clutter__CA-GAT-MAPPO__seed6__ep08,safety_off_evaluation,static_clutter,CA-GAT-MAPPO,6,8,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,N/A,34.76,37.95,1.617,17.78,21.3002,0.8347,0.7045,0.4825,N/A,0.386,N/A,ef4c83bb67c9f35ae17c7edff65168d0fc1c2678708c0a26ce593a6eaab9adbf
safetyoff__static_clutter__CA-GAT-MAPPO__seed6__ep09,safety_off_evaluation,static_clutter,CA-GAT-MAPPO,6,9,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,33.3,36.09,1.522,18.43,21.1127,0.8729,0.738,0.5567,N/A,0.4454,N/A,ef4c83bb67c9f35ae17c7edff65168d0fc1c2678708c0a26ce593a6eaab9adbf
safetyoff__static_clutter__CA-GAT-MAPPO__seed7__ep00,safety_off_evaluation,static_clutter,CA-GAT-MAPPO,7,0,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,3,0,1,0,0,1,0,0,1,N/A,33.81,38.76,0.866,18.2,N/A (episode terminated early),N/A (early termination),0.7469,0.4587,N/A,0.367,N/A,41ade5638b5129fa2e9fb7b1868b2eb2c7d7653272d8088df577bf04180280c1
safetyoff__static_clutter__CA-GAT-MAPPO__seed7__ep01,safety_off_evaluation,static_clutter,CA-GAT-MAPPO,7,1,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,N/A,35.17,38.14,0.907,17.75,21.1127,0.8407,0.7696,0.3743,N/A,0.2994,N/A,41ade5638b5129fa2e9fb7b1868b2eb2c7d7653272d8088df577bf04180280c1
safetyoff__static_clutter__CA-GAT-MAPPO__seed7__ep02,safety_off_evaluation,static_clutter,CA-GAT-MAPPO,7,2,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,33.55,37.76,1.702,18.38,21.1752,0.868,0.7644,0.7222,N/A,0.5778,N/A,41ade5638b5129fa2e9fb7b1868b2eb2c7d7653272d8088df577bf04180280c1
safetyoff__static_clutter__CA-GAT-MAPPO__seed7__ep03,safety_off_evaluation,static_clutter,CA-GAT-MAPPO,7,3,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,35.57,40.54,2.983,17.84,21.2377,0.84,0.7184,0.7037,N/A,0.563,N/A,41ade5638b5129fa2e9fb7b1868b2eb2c7d7653272d8088df577bf04180280c1
safetyoff__static_clutter__CA-GAT-MAPPO__seed7__ep04,safety_off_evaluation,static_clutter,CA-GAT-MAPPO,7,4,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,34.12,36.91,2.51,17.68,21.3627,0.8276,0.7248,0.6977,N/A,0.5582,N/A,41ade5638b5129fa2e9fb7b1868b2eb2c7d7653272d8088df577bf04180280c1
safetyoff__static_clutter__CA-GAT-MAPPO__seed7__ep05,safety_off_evaluation,static_clutter,CA-GAT-MAPPO,7,5,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,36.71,40.74,1.777,17.83,21.1127,0.8445,0.6895,0.5551,N/A,0.4441,N/A,41ade5638b5129fa2e9fb7b1868b2eb2c7d7653272d8088df577bf04180280c1
safetyoff__static_clutter__CA-GAT-MAPPO__seed7__ep06,safety_off_evaluation,static_clutter,CA-GAT-MAPPO,7,6,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,37.53,40.86,1.954,17.97,21.3002,0.8437,0.7325,0.6742,N/A,0.5394,N/A,41ade5638b5129fa2e9fb7b1868b2eb2c7d7653272d8088df577bf04180280c1
safetyoff__static_clutter__CA-GAT-MAPPO__seed7__ep07,safety_off_evaluation,static_clutter,CA-GAT-MAPPO,7,7,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,40.04,45.6,1.454,17.64,21.3627,0.8257,0.7541,0.5901,N/A,0.4721,N/A,41ade5638b5129fa2e9fb7b1868b2eb2c7d7653272d8088df577bf04180280c1
safetyoff__static_clutter__CA-GAT-MAPPO__seed7__ep08,safety_off_evaluation,static_clutter,CA-GAT-MAPPO,7,8,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,3,0,1,1,0,0,0,0,1,N/A,33.16,36.36,1.007,17.56,N/A (episode terminated early),N/A (early termination),0.6975,0.3185,N/A,0.2548,N/A,41ade5638b5129fa2e9fb7b1868b2eb2c7d7653272d8088df577bf04180280c1
safetyoff__static_clutter__CA-GAT-MAPPO__seed7__ep09,safety_off_evaluation,static_clutter,CA-GAT-MAPPO,7,9,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,33.13,36.34,0.734,18.47,21.2377,0.8697,0.7147,0.6102,N/A,0.4882,N/A,41ade5638b5129fa2e9fb7b1868b2eb2c7d7653272d8088df577bf04180280c1
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed0__ep00,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,0,0,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,0,33.59,38.08,2.691,18.2,12.8192,1.4197,0.7362,0.6178,0.7992,0.4942,0.6394,80d9888a6ef5c2096124f3a3adf8dcd3ea1694dc398f06e30dee26bd6896613e
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed0__ep01,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,0,1,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,0,33.71,37.9,1.42,17.5,12.8118,1.3659,0.684,0.6374,0.7717,0.5099,0.6174,80d9888a6ef5c2096124f3a3adf8dcd3ea1694dc398f06e30dee26bd6896613e
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed0__ep02,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,0,2,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,1,37.39,42.1,2.65,18.32,12.8112,1.43,0.7386,0.6555,0.6583,0.5244,0.5266,80d9888a6ef5c2096124f3a3adf8dcd3ea1694dc398f06e30dee26bd6896613e
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed0__ep03,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,0,3,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,2,0,1,1,1,0,0,0,1,1,34.89,39.21,1.656,17.22,N/A (episode terminated early),N/A (early termination),0.6856,0.327,0.4923,0.2616,0.3938,80d9888a6ef5c2096124f3a3adf8dcd3ea1694dc398f06e30dee26bd6896613e
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed0__ep04,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,0,4,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,0,34.27,38.33,2.223,17.99,12.825,1.4027,0.7007,0.6074,0.7706,0.4859,0.6165,80d9888a6ef5c2096124f3a3adf8dcd3ea1694dc398f06e30dee26bd6896613e
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed0__ep05,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,0,5,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,0,35.75,40.35,0.795,18.36,12.8106,1.4332,0.7361,0.6729,0.7853,0.5383,0.6282,80d9888a6ef5c2096124f3a3adf8dcd3ea1694dc398f06e30dee26bd6896613e
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed0__ep06,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,0,6,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,3,0,1,0,0,1,1,0,1,1,37.6,42.99,2.192,17.43,N/A (episode terminated early),N/A (early termination),0.7356,0.4583,0.6041,0.3666,0.4833,80d9888a6ef5c2096124f3a3adf8dcd3ea1694dc398f06e30dee26bd6896613e
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed0__ep07,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,0,7,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,1,37.11,41.67,1.935,18.03,12.804,1.4082,0.6811,0.626,0.6431,0.5008,0.5145,80d9888a6ef5c2096124f3a3adf8dcd3ea1694dc398f06e30dee26bd6896613e
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed0__ep08,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,0,8,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,1,31.75,36.1,1.155,18.15,12.8087,1.417,0.7313,0.5197,0.6876,0.4158,0.5501,80d9888a6ef5c2096124f3a3adf8dcd3ea1694dc398f06e30dee26bd6896613e
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed0__ep09,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,0,9,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,0,32.88,36.8,2.565,17.73,12.8135,1.3837,0.6871,0.4917,0.7524,0.3934,0.6019,80d9888a6ef5c2096124f3a3adf8dcd3ea1694dc398f06e30dee26bd6896613e
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed1__ep00,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,1,0,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,3,0,1,0,0,1,0,0,1,0,37.23,42.74,0.899,18.21,N/A (episode terminated early),N/A (early termination),0.678,0.4504,0.7278,0.3603,0.5822,853b8d05a2d24ff0811eaacc9de88b80e1d12b02619eed5528fe1b37924a2672
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed1__ep01,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,1,1,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,3,0,1,0,0,1,1,0,0,1,30.5,33.65,2.697,17.57,N/A (episode terminated early),N/A (early termination),0.6883,0.6502,0.5572,0.5202,0.4458,853b8d05a2d24ff0811eaacc9de88b80e1d12b02619eed5528fe1b37924a2672
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed1__ep02,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,1,2,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,0,31.77,35.33,0.887,18.28,12.802,1.4279,0.6958,0.6139,0.7903,0.4911,0.6322,853b8d05a2d24ff0811eaacc9de88b80e1d12b02619eed5528fe1b37924a2672
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed1__ep03,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,1,3,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,1,0,1,1,1,1,0,0,1,1,34.9,38.3,1.86,17.57,N/A (episode terminated early),N/A (early termination),0.7445,0.3478,0.4481,0.2782,0.3585,853b8d05a2d24ff0811eaacc9de88b80e1d12b02619eed5528fe1b37924a2672
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed1__ep04,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,1,4,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,0,35.03,38.75,2.247,17.68,12.8093,1.3802,0.7512,0.729,0.7482,0.5832,0.5986,853b8d05a2d24ff0811eaacc9de88b80e1d12b02619eed5528fe1b37924a2672
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed1__ep05,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,1,5,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,1,34.04,38.82,1.691,17.81,12.817,1.3896,0.7094,0.5029,0.6612,0.4023,0.529,853b8d05a2d24ff0811eaacc9de88b80e1d12b02619eed5528fe1b37924a2672
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed1__ep06,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,1,6,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,1,30.62,33.96,2.682,17.4,12.8254,1.3567,0.757,0.5942,0.6893,0.4754,0.5514,853b8d05a2d24ff0811eaacc9de88b80e1d12b02619eed5528fe1b37924a2672
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed1__ep07,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,1,7,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,1,32.62,35.37,0.8,18.24,12.8021,1.4248,0.7694,0.5907,0.5922,0.4726,0.4738,853b8d05a2d24ff0811eaacc9de88b80e1d12b02619eed5528fe1b37924a2672
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed1__ep08,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,1,8,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,1,33.3,37.1,2.048,17.99,12.8116,1.4042,0.7474,0.475,0.6196,0.38,0.4957,853b8d05a2d24ff0811eaacc9de88b80e1d12b02619eed5528fe1b37924a2672
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed1__ep09,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,1,9,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,1,32.23,34.87,2.959,18.19,12.8057,1.4205,0.7441,0.7447,0.669,0.5958,0.5352,853b8d05a2d24ff0811eaacc9de88b80e1d12b02619eed5528fe1b37924a2672
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed2__ep00,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,2,0,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,0,33.63,36.49,1.822,18.22,12.8041,1.423,0.7479,0.5757,0.7854,0.4606,0.6283,ac0c5c1eb164ce2555cc526b6600605a7e9b782381fd221505067a8d01572bcb
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed2__ep01,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,2,1,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,1,0,1,1,1,1,0,0,1,1,37.45,41.48,1.654,18.37,N/A (episode terminated early),N/A (early termination),0.7519,0.3062,0.4214,0.245,0.3371,ac0c5c1eb164ce2555cc526b6600605a7e9b782381fd221505067a8d01572bcb
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed2__ep02,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,2,2,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,0,33.52,38.28,2.3,17.19,12.7793,1.3451,0.7403,0.5695,0.7593,0.4556,0.6074,ac0c5c1eb164ce2555cc526b6600605a7e9b782381fd221505067a8d01572bcb
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed2__ep03,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,2,3,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,2,0,1,1,1,0,0,0,1,1,33.73,38.4,1.554,17.38,N/A (episode terminated early),N/A (early termination),0.7205,0.3544,0.4054,0.2835,0.3243,ac0c5c1eb164ce2555cc526b6600605a7e9b782381fd221505067a8d01572bcb
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed2__ep04,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,2,4,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,0,31.51,34.51,0.983,17.83,12.8317,1.3895,0.729,0.5048,0.739,0.4038,0.5912,ac0c5c1eb164ce2555cc526b6600605a7e9b782381fd221505067a8d01572bcb
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed2__ep05,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,2,5,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,0,34.28,37.38,1.904,17.29,12.8201,1.3487,0.7013,0.6327,0.7849,0.5062,0.6279,ac0c5c1eb164ce2555cc526b6600605a7e9b782381fd221505067a8d01572bcb
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed2__ep06,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,2,6,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,0,37.54,42.12,2.706,17.65,12.8368,1.375,0.7065,0.5075,0.8407,0.406,0.6726,ac0c5c1eb164ce2555cc526b6600605a7e9b782381fd221505067a8d01572bcb
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed2__ep07,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,2,7,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,0,34.7,39.89,2.466,17.01,12.8072,1.3282,0.7255,0.7147,0.7946,0.5718,0.6357,ac0c5c1eb164ce2555cc526b6600605a7e9b782381fd221505067a8d01572bcb
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed2__ep08,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,2,8,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,1,35.26,39.37,2.144,17.81,12.7667,1.395,0.76,0.5152,0.6855,0.4122,0.5484,ac0c5c1eb164ce2555cc526b6600605a7e9b782381fd221505067a8d01572bcb
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed2__ep09,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,2,9,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,1,0,1,1,1,1,0,0,1,1,37.18,40.89,2.006,17.24,N/A (episode terminated early),N/A (early termination),0.7409,0.2567,0.3505,0.2054,0.2804,ac0c5c1eb164ce2555cc526b6600605a7e9b782381fd221505067a8d01572bcb
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed3__ep00,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,3,0,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,0,34.93,38.92,2.356,17.97,12.8087,1.4029,0.7621,0.6748,0.8281,0.5398,0.6625,10d915010ebf997460263d25dc25da09b8048e5edcff22f793b4ddeb60cfa59c
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed3__ep01,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,3,1,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,1,35.17,38.94,2.985,18.32,12.8008,1.4312,0.7597,0.5974,0.6739,0.4779,0.5391,10d915010ebf997460263d25dc25da09b8048e5edcff22f793b4ddeb60cfa59c
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed3__ep02,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,3,2,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,0,35.04,39.25,1.686,17.07,12.7797,1.3357,0.7354,0.7489,0.7834,0.5991,0.6267,10d915010ebf997460263d25dc25da09b8048e5edcff22f793b4ddeb60cfa59c
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed3__ep03,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,3,3,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,3,0,1,0,1,0,0,0,1,1,35.73,39.55,1.939,17.52,N/A (episode terminated early),N/A (early termination),0.713,0.4275,0.3897,0.342,0.3118,10d915010ebf997460263d25dc25da09b8048e5edcff22f793b4ddeb60cfa59c
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed3__ep04,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,3,4,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,1,37.56,41.52,1.212,17.8,12.7917,1.3915,0.6818,0.7302,0.69,0.5842,0.552,10d915010ebf997460263d25dc25da09b8048e5edcff22f793b4ddeb60cfa59c
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed3__ep05,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,3,5,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,0,34.67,38.84,2.854,17.89,12.8011,1.3975,0.7459,0.4976,0.8229,0.3981,0.6583,10d915010ebf997460263d25dc25da09b8048e5edcff22f793b4ddeb60cfa59c
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed3__ep06,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,3,6,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,0,37.79,41.75,1.526,18.38,12.824,1.4333,0.7302,0.5386,0.7876,0.4309,0.6301,10d915010ebf997460263d25dc25da09b8048e5edcff22f793b4ddeb60cfa59c
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed3__ep07,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,3,7,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,0,37.38,42.74,2.223,18.42,12.8012,1.4389,0.7299,0.746,0.8281,0.5968,0.6625,10d915010ebf997460263d25dc25da09b8048e5edcff22f793b4ddeb60cfa59c
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed3__ep08,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,3,8,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,1,33.65,37.42,1.634,17.21,12.8226,1.3422,0.7569,0.6793,0.6669,0.5434,0.5335,10d915010ebf997460263d25dc25da09b8048e5edcff22f793b4ddeb60cfa59c
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed3__ep09,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,3,9,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,1,35.7,39.63,1.969,17.37,12.8076,1.3562,0.7428,0.5691,0.6777,0.4553,0.5422,10d915010ebf997460263d25dc25da09b8048e5edcff22f793b4ddeb60cfa59c
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed4__ep00,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,4,0,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,1,35.83,39.65,2.609,18,12.8129,1.4048,0.7495,0.5648,0.685,0.4518,0.548,0edc52a8acd379186c6ab98c1042d7e7743916870297cd3cab3f7db83225a1b4
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed4__ep01,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,4,1,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,1,36.79,40.83,0.879,17.42,12.8002,1.3609,0.6887,0.5084,0.6448,0.4067,0.5158,0edc52a8acd379186c6ab98c1042d7e7743916870297cd3cab3f7db83225a1b4
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed4__ep02,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,4,2,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,0,31.4,35.37,1.899,18.44,12.7837,1.4425,0.7437,0.5506,0.8023,0.4405,0.6418,0edc52a8acd379186c6ab98c1042d7e7743916870297cd3cab3f7db83225a1b4
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed4__ep03,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,4,3,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,0,31.51,35.16,1.136,17.96,12.828,1.4001,0.7362,0.5146,0.763,0.4117,0.6104,0edc52a8acd379186c6ab98c1042d7e7743916870297cd3cab3f7db83225a1b4
safetyoff__dynamic_pedestrians__CA-GAT-MAPPO__seed4__ep04,safety_off_evaluation,dynamic_pedestrians,CA-GAT-MAPPO,4,4,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,3,0,1,0,1,0,0,0,1,1,34.89,39,2.579,18.47,N/A (episode terminated early),N/A (early termination),0.7276,0.3987,0.4884,0.319,0.3907,0edc52a8acd379186c6ab98c1042d7e7743916870297cd3cab3f7db83225a1b4
